2014-08-07 11:22:56 -- Set ruoxCoefsHigh to (-0.31994119999999998, 5.74884e-08, -8.8408999999999999e-11)
2014-08-07 11:22:56 -- Set ruoxCoefsLow to (-0.77127000000000001, 0.00010068000000000001, -1.072e-09)
2014-08-07 11:22:56 -- Set highTempRuoxCurve to <function <lambda> at 0x033CBB70>
2014-08-07 11:22:56 -- Set lowTempRuoxCurve to <function <lambda> at 0x033CBDB0>
2014-08-07 11:22:56 -- Set voltToResCalibs to (0.26000000000000001, 26.030000000000001, 37.5, 30.0, 10.0, 26.530000000000001)
2014-08-07 11:22:56 -- Set resistanceCutoff to 1725.78
2014-08-07 11:22:56 -- Set ruoxChannel to 3
2014-08-07 11:22:56 -- Set PIDintLimit to 0.4
2014-08-07 11:22:56 -- Set voltageStepUp to 0.004
2014-08-07 11:22:56 -- Set loglimit to 20
2014-08-07 11:22:56 -- Set autoRecord to True
2014-08-07 11:22:56 -- Set recordingTemp to 250
2014-08-07 11:22:56 -- Set cooldownLimit to 3.9
2014-08-07 11:22:56 -- Set switchPosition to 5
2014-08-07 11:22:56 -- Set quenchLimit to 4.0
2014-08-07 11:22:56 -- Set PIDsetTemp to 0.1
2014-08-07 11:22:56 -- Set PIDcd to 25
2014-08-07 11:22:56 -- Set PIDstepTimeout to 5
2014-08-07 11:22:56 -- Set autoControl to False
2014-08-07 11:22:56 -- Set fieldWaitTime to 45
2014-08-07 11:22:56 -- Set ruoxInterpolation to <scipy.interpolate.fitpack2.InterpolatedUnivariateSpline object at 0x033D0FD0>
2014-08-07 11:22:56 -- Set useRuoxInterpolation to True
2014-08-07 11:22:56 -- Set targetCurrent to 8.0
2014-08-07 11:22:56 -- Set rampWaitTime to 0.2
2014-08-07 11:22:56 -- Set PIDci to 0.4
2014-08-07 11:22:56 -- Set PIDcp to 1.0
2014-08-07 11:22:56 -- Set recordTemp to False
2014-08-07 11:22:56 -- Set voltageLimit to 0.14
2014-08-07 11:22:56 -- Set lockinCurrent to 1e-09
2014-08-07 11:22:56 -- Set maxCurrent to 9.0
2014-08-07 11:22:56 -- Set tempRecordDelay to 10
2014-08-07 11:22:56 -- Set voltageStepDown to 0.004
2014-08-07 11:22:56 -- Initialization completed. Beginning cycle.
2014-08-07 11:22:56 -- cycled
2014-08-07 11:22:56 -- Set alive to True
2014-08-07 11:22:56 -- Now cycling.
2014-08-07 11:22:57 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:49:47 -- Set PIDcd to 25
2014-08-09 15:49:47 -- Set PIDstepTimeout to 5.0
2014-08-09 15:49:47 -- Set autoControl to False
2014-08-09 15:49:47 -- Set fieldWaitTime to 45.0 s
2014-08-09 15:49:47 -- Set targetCurrent to 8.0 A
2014-08-09 15:49:47 -- Set rampWaitTime to 0.2
2014-08-09 15:49:47 -- Set PIDci to 0.4
2014-08-09 15:49:47 -- Set PIDcp to 1.0
2014-08-09 15:49:47 -- Set recordTemp to False
2014-08-09 15:49:47 -- Set voltageLimit to 0.14 V
2014-08-09 15:49:47 -- Set lockinCurrent to 1.0 nA
2014-08-09 15:49:47 -- Set maxCurrent to 9.0 A
2014-08-09 15:49:47 -- Set tempRecordDelay to 10.0 s
2014-08-09 15:49:47 -- Set voltageStepDown to 0.004 V
2014-08-09 15:49:47 -- Initialization completed. Beginning cycle.
2014-08-09 15:49:47 -- cycled
2014-08-09 15:49:47 -- Set alive to True
2014-08-09 15:49:47 -- Now cycling.
2014-08-09 15:49:47 -- Set recordTemp to True
2014-08-09 15:49:47 -- Set tempDatasetName to ADR Log - 2014-08-09 15:49
2014-08-09 15:49:48 -- ADR victor status is now: ready
2014-08-09 15:49:48 -- Set PIDloopCount to 0
2014-08-09 15:49:54 -- Set heatSwitched to False
2014-08-09 15:49:54 -- ADR victor status is now: magging up
2014-08-09 15:49:54 -- Set PIDloopCount to 0
2014-08-09 15:49:55 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:49:55 -- None
2014-08-09 15:49:56 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:49:56 -- None
2014-08-09 15:49:57 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:49:57 -- None
2014-08-09 15:54:27 -- Set ruoxCoefsHigh to (-0.31994119999999998, 5.74884e-08, -8.8408999999999999e-11)
2014-08-09 15:54:27 -- Set ruoxCoefsLow to (-0.77127000000000001, 0.00010068000000000001, -1.072e-09)
2014-08-09 15:54:27 -- Set highTempRuoxCurve to <function <lambda> at 0x03276170>
2014-08-09 15:54:27 -- Set lowTempRuoxCurve to <function <lambda> at 0x033102F0>
2014-08-09 15:54:27 -- Set voltToResCalibs to (Value(0.26000000000000001, 'V/Ohm'), Value(26.030000000000001, 'V/Ohm'), Value(37.5, 'V/Ohm'), Value(30.0, 'V/Ohm'), Value(10.0, 'V/Ohm'), Value(26.530000000000001, 'V/Ohm'))
2014-08-09 15:54:27 -- Set resistanceCutoff to 1725.78
2014-08-09 15:54:27 -- Set ruoxChannel to 3
2014-08-09 15:54:27 -- Set PIDintLimit to 0.4
2014-08-09 15:54:27 -- Set voltageStepUp to 0.004 V
2014-08-09 15:54:27 -- Set ruoxInterpolation to <scipy.interpolate.fitpack2.InterpolatedUnivariateSpline object at 0x03460DD0>
2014-08-09 15:54:27 -- Set useRuoxInterpolation to True
2014-08-09 15:54:27 -- Set loglimit to 20
2014-08-09 15:54:27 -- Set autoRecord to True
2014-08-09 15:54:27 -- Set recordingTemp to 250.0 K
2014-08-09 15:54:27 -- Set cooldownLimit to 3.9 K
2014-08-09 15:54:27 -- Set switchPosition to 5
2014-08-09 15:54:27 -- Set quenchLimit to 4.0
2014-08-09 15:54:27 -- Set PIDsetTemp to 0.1
2014-08-09 15:54:27 -- Set PIDcd to 25
2014-08-09 15:54:27 -- Set PIDstepTimeout to 5.0
2014-08-09 15:54:27 -- Set autoControl to False
2014-08-09 15:54:27 -- Set fieldWaitTime to 45.0 s
2014-08-09 15:54:27 -- Set targetCurrent to 8.0 A
2014-08-09 15:54:27 -- Set rampWaitTime to 0.2
2014-08-09 15:54:27 -- Set PIDci to 0.4
2014-08-09 15:54:27 -- Set PIDcp to 1.0
2014-08-09 15:54:27 -- Set recordTemp to False
2014-08-09 15:54:27 -- Set voltageLimit to 0.14 V
2014-08-09 15:54:27 -- Set lockinCurrent to 1.0 nA
2014-08-09 15:54:27 -- Set maxCurrent to 9.0 A
2014-08-09 15:54:27 -- Set tempRecordDelay to 10.0 s
2014-08-09 15:54:27 -- Set voltageStepDown to 0.004 V
2014-08-09 15:54:27 -- Initialization completed. Beginning cycle.
2014-08-09 15:54:27 -- cycled
2014-08-09 15:54:27 -- Set alive to True
2014-08-09 15:54:27 -- Now cycling.
2014-08-09 15:54:27 -- Set recordTemp to True
2014-08-09 15:54:27 -- Set tempDatasetName to ADR Log - 2014-08-09 15:54
2014-08-09 15:54:28 -- ADR victor status is now: ready
2014-08-09 15:54:28 -- Set PIDloopCount to 0
2014-08-09 15:54:37 -- Set heatSwitched to False
2014-08-09 15:54:37 -- magnet current -> 9.0 A
magnet output state -> True
2014-08-09 15:54:37 -- ADR victor status is now: magging up
2014-08-09 15:54:37 -- Set PIDloopCount to 0
2014-08-09 15:54:38 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:54:38 -- None
2014-08-09 15:54:39 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:54:39 -- None
2014-08-09 15:54:40 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:54:40 -- None
2014-08-09 15:54:41 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:54:41 -- None
2014-08-09 15:54:42 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:54:42 -- None
2014-08-09 15:54:44 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:54:44 -- None
2014-08-09 15:55:52 -- Set ruoxCoefsHigh to (-0.31994119999999998, 5.74884e-08, -8.8408999999999999e-11)
2014-08-09 15:55:52 -- Set ruoxCoefsLow to (-0.77127000000000001, 0.00010068000000000001, -1.072e-09)
2014-08-09 15:55:52 -- Set highTempRuoxCurve to <function <lambda> at 0x03293170>
2014-08-09 15:55:52 -- Set lowTempRuoxCurve to <function <lambda> at 0x0333ECF0>
2014-08-09 15:55:52 -- Set voltToResCalibs to (Value(0.26000000000000001, 'V/Ohm'), Value(26.030000000000001, 'V/Ohm'), Value(37.5, 'V/Ohm'), Value(30.0, 'V/Ohm'), Value(10.0, 'V/Ohm'), Value(26.530000000000001, 'V/Ohm'))
2014-08-09 15:55:52 -- Set resistanceCutoff to 1725.78
2014-08-09 15:55:52 -- Set ruoxChannel to 3
2014-08-09 15:55:52 -- Set PIDintLimit to 0.4
2014-08-09 15:55:52 -- Set voltageStepUp to 0.004 V
2014-08-09 15:55:52 -- Set ruoxInterpolation to <scipy.interpolate.fitpack2.InterpolatedUnivariateSpline object at 0x0348AE10>
2014-08-09 15:55:52 -- Set useRuoxInterpolation to True
2014-08-09 15:55:52 -- Set loglimit to 20
2014-08-09 15:55:52 -- Set autoRecord to True
2014-08-09 15:55:52 -- Set recordingTemp to 250.0 K
2014-08-09 15:55:52 -- Set cooldownLimit to 3.9 K
2014-08-09 15:55:52 -- Set switchPosition to 5
2014-08-09 15:55:52 -- Set quenchLimit to 4.0
2014-08-09 15:55:52 -- Set PIDsetTemp to 0.1
2014-08-09 15:55:52 -- Set PIDcd to 25
2014-08-09 15:55:52 -- Set PIDstepTimeout to 5.0
2014-08-09 15:55:52 -- Set autoControl to False
2014-08-09 15:55:52 -- Set fieldWaitTime to 45.0 s
2014-08-09 15:55:52 -- Set targetCurrent to 8.0 A
2014-08-09 15:55:52 -- Set rampWaitTime to 0.2
2014-08-09 15:55:52 -- Set PIDci to 0.4
2014-08-09 15:55:52 -- Set PIDcp to 1.0
2014-08-09 15:55:52 -- Set recordTemp to False
2014-08-09 15:55:52 -- Set voltageLimit to 0.14 V
2014-08-09 15:55:52 -- Set lockinCurrent to 1.0 nA
2014-08-09 15:55:52 -- Set maxCurrent to 9.0 A
2014-08-09 15:55:52 -- Set tempRecordDelay to 10.0 s
2014-08-09 15:55:52 -- Set voltageStepDown to 0.004 V
2014-08-09 15:55:52 -- Initialization completed. Beginning cycle.
2014-08-09 15:55:52 -- cycled
2014-08-09 15:55:52 -- Set alive to True
2014-08-09 15:55:52 -- Now cycling.
2014-08-09 15:55:52 -- Set recordTemp to True
2014-08-09 15:55:52 -- Set tempDatasetName to ADR Log - 2014-08-09 15:55
2014-08-09 15:55:53 -- ADR victor status is now: ready
2014-08-09 15:55:53 -- Set PIDloopCount to 0
2014-08-09 15:56:00 -- Set heatSwitched to False
2014-08-09 15:56:00 -- magnet current -> 9.0 A
magnet output state -> True
2014-08-09 15:56:00 -- ADR victor status is now: magging up
2014-08-09 15:56:00 -- Set PIDloopCount to 0
2014-08-09 15:56:00 -- Exception in cycle loop: 'function' object has no attribute 'quenceLimit'
2014-08-09 15:56:00 -- None
2014-08-09 15:56:01 -- Exception in cycle loop: 'function' object has no attribute 'quenceLimit'
2014-08-09 15:56:01 -- None
2014-08-09 15:56:02 -- Exception in cycle loop: 'function' object has no attribute 'quenceLimit'
2014-08-09 15:56:02 -- None
2014-08-09 15:56:28 -- Set ruoxCoefsHigh to (-0.31994119999999998, 5.74884e-08, -8.8408999999999999e-11)
2014-08-09 15:56:28 -- Set ruoxCoefsLow to (-0.77127000000000001, 0.00010068000000000001, -1.072e-09)
2014-08-09 15:56:28 -- Set highTempRuoxCurve to <function <lambda> at 0x031A3170>
2014-08-09 15:56:28 -- Set lowTempRuoxCurve to <function <lambda> at 0x03246CF0>
2014-08-09 15:56:28 -- Set voltToResCalibs to (Value(0.26000000000000001, 'V/Ohm'), Value(26.030000000000001, 'V/Ohm'), Value(37.5, 'V/Ohm'), Value(30.0, 'V/Ohm'), Value(10.0, 'V/Ohm'), Value(26.530000000000001, 'V/Ohm'))
2014-08-09 15:56:28 -- Set resistanceCutoff to 1725.78
2014-08-09 15:56:28 -- Set ruoxChannel to 3
2014-08-09 15:56:28 -- Set PIDintLimit to 0.4
2014-08-09 15:56:28 -- Set voltageStepUp to 0.004 V
2014-08-09 15:56:28 -- Set ruoxInterpolation to <scipy.interpolate.fitpack2.InterpolatedUnivariateSpline object at 0x03395E10>
2014-08-09 15:56:28 -- Set useRuoxInterpolation to True
2014-08-09 15:56:28 -- Set loglimit to 20
2014-08-09 15:56:28 -- Set autoRecord to True
2014-08-09 15:56:28 -- Set recordingTemp to 250.0 K
2014-08-09 15:56:28 -- Set cooldownLimit to 3.9 K
2014-08-09 15:56:28 -- Set switchPosition to 5
2014-08-09 15:56:28 -- Set quenchLimit to 4.0
2014-08-09 15:56:29 -- Set PIDsetTemp to 0.1
2014-08-09 15:56:29 -- Set PIDcd to 25
2014-08-09 15:56:29 -- Set PIDstepTimeout to 5.0
2014-08-09 15:56:29 -- Set autoControl to False
2014-08-09 15:56:29 -- Set fieldWaitTime to 45.0 s
2014-08-09 15:56:29 -- Set targetCurrent to 8.0 A
2014-08-09 15:56:29 -- Set rampWaitTime to 0.2
2014-08-09 15:56:29 -- Set PIDci to 0.4
2014-08-09 15:56:29 -- Set PIDcp to 1.0
2014-08-09 15:56:29 -- Set recordTemp to False
2014-08-09 15:56:29 -- Set voltageLimit to 0.14 V
2014-08-09 15:56:29 -- Set lockinCurrent to 1.0 nA
2014-08-09 15:56:29 -- Set maxCurrent to 9.0 A
2014-08-09 15:56:29 -- Set tempRecordDelay to 10.0 s
2014-08-09 15:56:29 -- Set voltageStepDown to 0.004 V
2014-08-09 15:56:29 -- Initialization completed. Beginning cycle.
2014-08-09 15:56:29 -- cycled
2014-08-09 15:56:29 -- Set alive to True
2014-08-09 15:56:29 -- Now cycling.
2014-08-09 15:56:30 -- ADR victor status is now: ready
2014-08-09 15:56:30 -- Set PIDloopCount to 0
2014-08-09 15:56:30 -- Set recordTemp to True
2014-08-09 15:56:30 -- Set tempDatasetName to ADR Log - 2014-08-09 15:56
2014-08-09 15:56:35 -- Set heatSwitched to False
2014-08-09 15:56:35 -- magnet current -> 9.0 A
magnet output state -> True
2014-08-09 15:56:35 -- ADR victor status is now: magging up
2014-08-09 15:56:35 -- Set PIDloopCount to 0
2014-08-09 15:56:36 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:56:36 -- None
2014-08-09 15:56:37 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:56:37 -- None
2014-08-09 15:56:39 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:56:39 -- None
2014-08-09 15:57:47 -- Set ruoxCoefsHigh to (-0.31994119999999998, 5.74884e-08, -8.8408999999999999e-11)
2014-08-09 15:57:47 -- Set ruoxCoefsLow to (-0.77127000000000001, 0.00010068000000000001, -1.072e-09)
2014-08-09 15:57:47 -- Set highTempRuoxCurve to <function <lambda> at 0x03226170>
2014-08-09 15:57:47 -- Set lowTempRuoxCurve to <function <lambda> at 0x032B42F0>
2014-08-09 15:57:47 -- Set voltToResCalibs to (Value(0.26000000000000001, 'V/Ohm'), Value(26.030000000000001, 'V/Ohm'), Value(37.5, 'V/Ohm'), Value(30.0, 'V/Ohm'), Value(10.0, 'V/Ohm'), Value(26.530000000000001, 'V/Ohm'))
2014-08-09 15:57:47 -- Set resistanceCutoff to 1725.78
2014-08-09 15:57:47 -- Set ruoxChannel to 3
2014-08-09 15:57:47 -- Set PIDintLimit to 0.4
2014-08-09 15:57:47 -- Set voltageStepUp to 0.004 V
2014-08-09 15:57:47 -- Set ruoxInterpolation to <scipy.interpolate.fitpack2.InterpolatedUnivariateSpline object at 0x03411E30>
2014-08-09 15:57:47 -- Set useRuoxInterpolation to True
2014-08-09 15:57:47 -- Set loglimit to 20
2014-08-09 15:57:47 -- Set autoRecord to True
2014-08-09 15:57:47 -- Set recordingTemp to 250.0 K
2014-08-09 15:57:47 -- Set cooldownLimit to 3.9 K
2014-08-09 15:57:47 -- Set switchPosition to 5
2014-08-09 15:57:47 -- Set quenchLimit to 4.0 K
2014-08-09 15:57:47 -- Set PIDsetTemp to 0.1
2014-08-09 15:57:47 -- Set PIDcd to 25
2014-08-09 15:57:47 -- Set PIDstepTimeout to 5.0
2014-08-09 15:57:47 -- Set autoControl to False
2014-08-09 15:57:47 -- Set fieldWaitTime to 45.0 s
2014-08-09 15:57:47 -- Set targetCurrent to 8.0 A
2014-08-09 15:57:47 -- Set rampWaitTime to 0.2
2014-08-09 15:57:47 -- Set PIDci to 0.4
2014-08-09 15:57:47 -- Set PIDcp to 1.0
2014-08-09 15:57:47 -- Set recordTemp to False
2014-08-09 15:57:47 -- Set voltageLimit to 0.14 V
2014-08-09 15:57:47 -- Set lockinCurrent to 1.0 nA
2014-08-09 15:57:47 -- Set maxCurrent to 9.0 A
2014-08-09 15:57:47 -- Set tempRecordDelay to 10.0 s
2014-08-09 15:57:47 -- Set voltageStepDown to 0.004 V
2014-08-09 15:57:47 -- Initialization completed. Beginning cycle.
2014-08-09 15:57:47 -- cycled
2014-08-09 15:57:47 -- Set alive to True
2014-08-09 15:57:47 -- Now cycling.
2014-08-09 15:57:47 -- Set recordTemp to True
2014-08-09 15:57:48 -- Set tempDatasetName to ADR Log - 2014-08-09 15:57
2014-08-09 15:57:48 -- ADR victor status is now: ready
2014-08-09 15:57:48 -- Set PIDloopCount to 0
2014-08-09 15:57:52 -- Set heatSwitched to False
2014-08-09 15:57:52 -- magnet current -> 9.0 A
magnet output state -> True
2014-08-09 15:57:52 -- ADR victor status is now: magging up
2014-08-09 15:57:52 -- Set PIDloopCount to 0
2014-08-09 15:57:53 -- victor magnet voltage -> 0.0859923 V
2014-08-09 15:57:53 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:53 -- victor magnet voltage -> 0.0881834 V
2014-08-09 15:57:53 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:53 -- victor magnet voltage -> 0.0903745 V
2014-08-09 15:57:53 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:54 -- victor magnet voltage -> 0.0925656 V
2014-08-09 15:57:54 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:54 -- victor magnet voltage -> 0.0947566 V
2014-08-09 15:57:54 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:54 -- victor magnet voltage -> 0.0969477 V
2014-08-09 15:57:54 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:55 -- victor magnet voltage -> 0.0991388 V
2014-08-09 15:57:55 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:55 -- victor magnet voltage -> 0.1013298 V
2014-08-09 15:57:55 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:55 -- victor magnet voltage -> 0.1035209 V
2014-08-09 15:57:55 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:56 -- victor magnet voltage -> 0.107903 V
2014-08-09 15:57:56 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:56 -- victor magnet voltage -> 0.112285 V
2014-08-09 15:57:56 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:56 -- victor magnet voltage -> 0.114476 V
2014-08-09 15:57:56 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:56 -- victor magnet voltage -> 0.118858 V
2014-08-09 15:57:56 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:57 -- victor magnet voltage -> 0.121049 V
2014-08-09 15:57:57 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:57 -- victor magnet voltage -> 0.123241 V
2014-08-09 15:57:57 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:57 -- victor magnet voltage -> 0.125432 V
2014-08-09 15:57:57 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:58 -- victor magnet voltage -> 0.127623 V
2014-08-09 15:57:58 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:58 -- victor magnet voltage -> 0.129814 V
2014-08-09 15:57:58 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:58 -- victor magnet voltage -> 0.132005 V
2014-08-09 15:57:58 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:59 -- victor magnet voltage -> 0.134196 V
2014-08-09 15:57:59 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:59 -- victor magnet voltage -> 0.136387 V
2014-08-09 15:57:59 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:59 -- victor magnet voltage -> 0.138578 V
2014-08-09 15:57:59 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:57:59 -- victor magnet voltage -> 0.14296 V
2014-08-09 15:57:59 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:00 -- victor magnet voltage -> 0.147342 V
2014-08-09 15:58:00 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:00 -- victor magnet voltage -> 0.149533 V
2014-08-09 15:58:00 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:00 -- victor magnet voltage -> 0.153916 V
2014-08-09 15:58:00 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:01 -- victor magnet voltage -> 0.156107 V
2014-08-09 15:58:01 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:01 -- victor magnet voltage -> 0.158298 V
2014-08-09 15:58:01 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:01 -- victor magnet voltage -> 0.160489 V
2014-08-09 15:58:01 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:02 -- victor magnet voltage -> 0.16268 V
2014-08-09 15:58:02 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:02 -- victor magnet voltage -> 0.164871 V
2014-08-09 15:58:02 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:02 -- victor magnet voltage -> 0.167062 V
2014-08-09 15:58:02 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:03 -- victor magnet voltage -> 0.169253 V
2014-08-09 15:58:03 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:03 -- victor magnet voltage -> 0.171444 V
2014-08-09 15:58:03 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:03 -- victor magnet voltage -> 0.175826 V
2014-08-09 15:58:03 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:03 -- victor magnet voltage -> 0.180208 V
2014-08-09 15:58:03 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:04 -- victor magnet voltage -> 0.184591 V
2014-08-09 15:58:04 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:04 -- victor magnet voltage -> 0.188973 V
2014-08-09 15:58:04 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:04 -- victor magnet voltage -> 0.191164 V
2014-08-09 15:58:04 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:05 -- victor magnet voltage -> 0.193355 V
2014-08-09 15:58:05 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:05 -- victor magnet voltage -> 0.195546 V
2014-08-09 15:58:05 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:05 -- victor magnet voltage -> 0.197737 V
2014-08-09 15:58:05 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:06 -- victor magnet voltage -> 0.199928 V
2014-08-09 15:58:06 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:06 -- victor magnet voltage -> 0.202119 V
2014-08-09 15:58:06 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:06 -- victor magnet voltage -> 0.20431 V
2014-08-09 15:58:06 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:06 -- victor magnet voltage -> 0.206501 V
2014-08-09 15:58:07 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:07 -- victor magnet voltage -> 0.210883 V
2014-08-09 15:58:07 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:07 -- victor magnet voltage -> 0.215265 V
2014-08-09 15:58:07 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:07 -- victor magnet voltage -> 0.219648 V
2014-08-09 15:58:07 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:08 -- victor magnet voltage -> 0.221839 V
2014-08-09 15:58:08 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:08 -- victor magnet voltage -> 0.22403 V
2014-08-09 15:58:08 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:08 -- victor magnet voltage -> 0.226221 V
2014-08-09 15:58:08 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:09 -- victor magnet voltage -> 0.228412 V
2014-08-09 15:58:09 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:09 -- victor magnet voltage -> 0.230603 V
2014-08-09 15:58:09 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:09 -- victor magnet voltage -> 0.232794 V
2014-08-09 15:58:09 -- Set schedulingActive to False
2014-08-09 15:58:09 -- ADR victor status is now: magging down
2014-08-09 15:58:09 -- Set PIDloopCount to 0
2014-08-09 15:58:09 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:09 -- victor magnet voltage -> 0.226985 V
2014-08-09 15:58:10 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:10 -- victor magnet voltage -> 0.222603 V
2014-08-09 15:58:10 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:10 -- victor magnet voltage -> 0.21603 V
2014-08-09 15:58:10 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:10 -- victor magnet voltage -> 0.211648 V
2014-08-09 15:58:10 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:11 -- victor magnet voltage -> 0.207265 V
2014-08-09 15:58:11 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:11 -- victor magnet voltage -> 0.202883 V
2014-08-09 15:58:11 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:11 -- victor magnet voltage -> 0.198501 V
2014-08-09 15:58:11 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:12 -- victor magnet voltage -> 0.194119 V
2014-08-09 15:58:12 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:12 -- victor magnet voltage -> 0.189737 V
2014-08-09 15:58:12 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:12 -- victor magnet voltage -> 0.183164 V
2014-08-09 15:58:12 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:13 -- victor magnet voltage -> 0.176591 V
2014-08-09 15:58:13 -- victor mag step! Quenched: False -- Target Reached: False
2014-08-09 15:58:13 -- victor magnet voltage -> 0.172208 V
2014-08-09 15:58:13 -- victor mag step! Quenched: False -- Target Reached: False
